4635,1022
4646,0
4655,1021
4666,0
4674,1022
4685,0
4694,1022
4706,0
4714,1022
4725,1023
4737,0
4745,1022
4756,0
4764,1022
4776,0
4785,1022
4796,0
4804,1023
4815,0
4824,1023
4836,0
4844,1022
4855,0
4864,1022
4875,1022
4886,0
4894,1022
4907,0
4915,1022
4926,0
4934,1022
4945,0
4954,1022
4965,0
4974,1022
4985,0
4994,1023
5005,0
5013,1022
5024,1022
5037,0
5045,1022
5056,0
5064,1022
5075,0
5084,1022
5095,0
5104,1022
5115,0
5124,1022
5135,0
5143,1023
5154,0
5163,1021
5175,1022
5186,0
5194,1022
5206,0
5214,1021
5225,0
5234,1022
5245,0
5254,1022
5265,0
5273,1021
5284,0
5293,1023
5305,0
5313,1023
5324,1022
5336,0
5344,1022
5355,0
5363,1022
5376,0
5384,1022
5395,0
5403,1022
5414,0
5423,1020
5435,0
5443,1022
5454,0
5463,1022
5474,1022
5485,0
5493,1022
5506,0
5514,1022
5525,0
5533,1020
5544,0
5553,1022
5564,0
5573,1022
5584,0
5593,1020
5604,0
5612,1022
5623,1022
5636,0
5644,1022
5655,0
5663,1022
5675,0
5683,1020
5694,0
5703,1022
5714,0
5723,1022
5734,0
5742,1022
5753,0
5762,1022
5774,1022
5785,0
5793,1020
5805,0
5813,1022
5824,0
5833,1022
5844,0
5853,1022
5864,0
5872,1022
5883,0
5892,1022
5904,0
5912,1021
5923,1022
5935,0
5943,1020
5954,0
5962,1022
5975,0
5983,1022
5994,0
6002,1022
6013,0
6022,1021
6034,0
6042,1022
6053,0
6062,1022
6073,1022
6084,0
6092,1022
6105,0
6113,1022
6124,0
6132,1022
6144,0
6152,1022
6163,0
6172,1021
6183,0
6192,1022
6203,0
6211,1023
6222,1022
6235,0
6243,1023
6254,0
6262,1022
6274,0
6282,1022
6293,0
6302,1022
6313,0
6322,1022
6333,0
6341,1022
6352,0
6361,1023
6373,1022
6384,0
6392,1022
6404,0
6412,1023
6423,0
6432,1022
6444,0
6452,1022
6463,0
6471,1020
6482,0
6491,1022
6503,0
6511,1022
6522,1022
6534,0
6542,1022
6553,0
6561,1023
6574,0
6582,1022
6593,0
6601,1022
6612,0
6621,1022
6633,0
6641,1022
6652,0
6661,1022
6672,1022
6683,0
6691,1022
6704,0
6712,1022
6723,0
6731,1023
6743,0
6751,1022
6762,0
6771,1022
6782,0
6791,1021
6802,0
6810,1022
6821,1022
6834,0
6842,1022
6853,0
6861,1023
6873,0
6881,1022
6892,0
6901,1022
6913,0
6921,1022
6932,0
6940,1022
6951,0
6960,1021
6972,1022
6983,0
6991,1021
7003,0
7011,1022
7022,0
7031,1023
7043,0
7051,1022
7062,0
7070,1022
7081,0
7090,1022
7102,0
7110,1022
7121,1022
7133,0
7141,1022
7152,0
7160,1022
7173,0
7181,1022
7192,0
7200,1022
7212,0
7220,1022
7232,0
7240,1022
7251,0
7260,1022
7271,1022
7282,0
7290,1022
7303,0
7311,1022
7322,0
7330,1022
7342,0
7350,1022
7361,0
7370,1022
7382,0
7390,1022
7401,0
7409,1022
7420,1022
7433,0
7441,1023
7452,0
7460,1023
7472,0
7480,1022
7491,0
7500,1022
7512,0
7520,1022
7531,0
7539,1023
7550,0
7559,1023
7571,1022
7582,0
7590,1022
7602,0
7610,1022
7621,0
7630,1022
7642,0
7650,1022
7661,0
7669,1021
7681,0
7689,1022
7701,0
7709,1022
7720,1022
7732,0
7740,1022
7751,0
7759,1022
7772,0
7780,1022
7791,0
7799,1022
7811,0
7819,1023
7831,0
7839,1022
7851,0
7859,1022
7870,1022
7881,0
7889,1022
7902,0
7910,1022
7921,0
7929,1022
7941,0
7949,1022
7960,0
7969,1022
7981,0
7989,1021
8000,0
8008,1022
8019,1022
8032,0
8040,1022
8051,0
8059,1022
8071,0
8079,1022
8090,0
8099,1022
8111,0
8119,1022
8130,0
8138,1022
8150,0
8158,1022
8170,1023
8181,0
8189,1022
8201,0
8209,1021
8220,0
8229,1022
8241,0
8249,1021
8260,0
8268,1022
8280,0
8288,1022
8300,0
8308,1021
8320,1022
8331,0
8339,1021
8350,0
8358,1022
8371,0
8379,1020
8390,0
8398,1022
8410,0
8418,1020
8430,0
8438,1022
8450,0
8458,1023
8469,1022
8480,0
8488,1022
8501,0
8509,1021
8520,0
8528,1022
8540,0
8548,1022
8559,0
8568,1022
8580,0
8588,1022
8599,0
8607,1022
8619,1022
8631,0
8639,1022
8650,0
8658,1022
8670,0
8678,1020
8689,0
8698,1021
8710,0
8718,1022
8729,0
8737,1023
8749,0
8757,1022
8769,1021
8780,0
8788,1022
8800,0
8808,1022
8819,0
8828,1022
8840,0
8848,1022
8859,0
8867,1023
8879,0
8887,1022
8899,0
8907,1022
8919,1022
8930,0
8938,1022
8949,0
8957,1022
8970,0
8978,1022
8989,0
8997,1023
9009,0
9017,1023
9029,0
9037,1022
9049,0
9057,1022
9068,1022
9079,0
9088,1022
9100,0
9108,1022
9119,0
9127,1023
9139,0
9147,1022
9158,0
9167,1022
9179,0
9187,1021
9198,0
9206,1020
9218,1022
9230,0
9238,1022
9249,0
9257,1021
9269,0
9277,1022
9288,0
9297,1021
9309,0
9317,1022
9328,0
9336,1022
9348,0
9356,1022
9368,1023
9379,0
9388,1022
9399,0
9407,1022
9418,0
9427,1022
9439,0
9447,1021
9458,0
9466,1022
9478,0
9486,1022
9498,0
9506,1023
9518,1022
9529,0
9537,1022
9548,0
9556,1021
9569,0
9577,1022
9588,0
9596,1022
9608,0
9616,1022
9628,0
9636,1022
9648,0
9656,1023
9667,1022
9678,0
9687,1022
9699,0
9707,1020
9718,0
9726,1022
9738,0
9746,1022
9757,0
9766,1023
9778,0
9786,1020
9797,0
9805,1022
9817,1020
9829,0
9837,1022
9848,0
9857,1022
9868,0
9876,1022
9887,0
9896,1021
9908,0
9916,1022
9927,0
9935,1022
9947,0
9955,1022
9967,1022
9978,0
9987,1022
9998,0
10006,1022
10018,0
10029,0
10038,0
10047,0
10056,1022
10068,0
10078,0
10087,0
10097,0
10106,1023
10119,0
10128,0
10137,0
10146,0
10156,1023
10169,0
10178,0
10187,0
10196,0
10206,1023
10218,0
10228,0
10237,0
10247,0
10256,1022
10268,0
10277,0
10287,0
10297,0
10306,1022
10318,0
10328,0
10337,0
10346,0
10355,1022
10369,0
10378,0
10387,0
10396,0
10405,1022
10418,0
10428,0
10437,0
10446,0
10456,1022
10468,0
10477,0
10486,0
10497,0
10506,1022
10518,0
10527,0
10536,0
10546,0
10555,1022
